bibkey,url,bib_title,bib_doi,match_title,match_doi,title_match_ratio,same_doi,search_string
ritc16,https://repository.ubn.ru.nl/handle/2066/172195,Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans,https://doi.org/10.1016/j.jtho.2016.01.021,Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans,https://doi.org/10.1016/j.jtho.2016.01.021,1.0,True,Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans Ritchie Sanghera Jacobs Zhang Mayo Schmidt Gingras Pasian Stewart Tsai Manos Seely Burrowes Bhatia Atkar-Khattra van Ginneken Tammemagi Tsao Lam the Pan-Canadian Early Detection of Lung Cancer Study Group
roel12,,Concurrent Endometrial Intraepithelial Carcinoma (EIC) and Serous Ovarian Cancer. Can EIC Be Seen as the Precursor Lesion?,https://doi.org/10.1097/IGC.0b013e3182434a81,,,,False,Concurrent Endometrial Intraepithelial Carcinoma (EIC) and Serous Ovarian Cancer. Can EIC Be Seen as the Precursor Lesion? Roelofsen Kempen Laak Ham Bulten Massuger
rudy14,https://repository.ubn.ru.nl/handle/2066/137671,Comparing algorithms for automated vessel segmentation in computed tomography scans of the lung: The VESSEL12 study,https://doi.org/10.1016/j.media.2014.07.003,Comparing algorithms for automated vessel segmentation in computed tomography scans of the lung: The VESSEL12 study,https://doi.org/10.1016/j.media.2014.07.003,1.0,True,Comparing algorithms for automated vessel segmentation in computed tomography scans of the lung The VESSEL12 study Rudyanto Kerkstra Rikxoort Fetita Brillet Lefevre Xue Zhu Liang Öksüz Ünay Kadipasaoglu Estépar Ross Washko Prieto Hoyos Orkisz Meine Hüllebrand Stöcker Mir Naranjo Villanueva Staring Xiao Stoel Fabijanska Smistad Elster Lindseth Foruzan Kiros Popuri Cobzas Jimenez-Carretero Santos Ledesma-Carbayo Helmberger Urschler Pienn Bosboom Campo Prokop Jong Ortiz-de-Solorzano Muñoz-Barrutia Ginneken
sanc12,https://repository.ubn.ru.nl/handle/2066/110688,Contextual computer-aided detection: Improving bright lesion detection in retinal images and coronary calcification identification in CT scans,https://doi.org/10.1016/j.media.2011.05.004,Contextual computer-aided detection: improving bright lesion detection in retinal images and coronary calcification identification in CT scans.,https://doi.org/10.1016/j.media.2011.05.004,0.9964912280701754,True,Contextual computer-aided detection Improving bright lesion detection in retinal images and coronary calcification identification in CT scans Sánchez Niemeijer Išgum Dumitrescu Suttorp-Schulten Abràmoff Ginneken
scha13a,https://repository.ubn.ru.nl/handle/2066/122870,Bone suppressed images improve radiologists' detection performance for pulmonary nodules in chest radiographs,https://doi.org/10.1016/j.ejrad.2013.09.016,Bone suppressed images improve radiologists' detection performance for pulmonary nodules in chest radiographs,https://doi.org/10.1016/j.ejrad.2013.09.016,1.0,True,Bone suppressed images improve radiologists' detection performance for pulmonary nodules in chest radiographs Schalekamp Ginneken Meiss Peters-Bax Quekel Snoeren Tiehuis Wittenberg Karssemeijer Schaefer-Prokop
scha14,https://repository.ubn.ru.nl/handle/2066/126278,Chest radiography: new technological developments and their applications,https://doi.org/10.1055/s-0033-1363447,Chest Radiography: New Technological Developments and Their Applications,https://doi.org/10.1055/s-0033-1363447,1.0,True,Chest radiography new technological developments and their applications Schalekamp Ginneken Karssemeijer Schaefer-Prokop
scha14a,https://repository.ubn.ru.nl/handle/2066/137680,Computer aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone suppressed images,https://doi.org/10.1148/radiol.14131315,Computer-aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone-suppressed images,https://doi.org/10.1148/radiol.14131315,0.9846153846153847,True,Computer aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone suppressed images Schalekamp Ginneken Koedam Snoeren Tiehuis Wittenberg Karssemeijer Schaefer-Prokop
scha14b,https://repository.ubn.ru.nl/handle/2066/136386,New methods for using computer-aided detection information for the detection of lung nodules on chest radiographs,https://doi.org/10.1259/bjr.20140015,New methods for using computer-aided detection information for the detection of lung nodules on chest radiographs,https://doi.org/10.1259/bjr.20140015,1.0,True,New methods for using computer-aided detection information for the detection of lung nodules on chest radiographs Schalekamp Ginneken Heggelman Imhof-Tas Somers Brink Spee Schaefer-Prokop Karssemeijer
scha16,https://repository.ubn.ru.nl/handle/2066/167509,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities: Results of an Observer Study,https://doi.org/10.1097/RTI.0000000000000195,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities: Results of an Observer Study,https://doi.org/10.1097/RTI.0000000000000195,1.0,True,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities Results of an Observer Study Schalekamp Karssemeijer Cats De Hoop Geurts Berger-Hartog van Ginneken Schaefer-Prokop
scho13a,https://repository.ubn.ru.nl/handle/2066/118196,Computer-Aided Segmentation and Volumetry of Artificial Ground-Glass Nodules at Chest CT,https://doi.org/10.2214/AJR.12.9640,Computer-Aided Segmentation and Volumetry of Artificial Ground-Glass Nodules at Chest CT,https://doi.org/10.2214/AJR.12.9640,1.0,True,Computer-Aided Segmentation and Volumetry of Artificial Ground-Glass Nodules at Chest CT Scholten Jacobs Ginneken Willemink Kuhnigk Ooijen Oudkerk Mali Jong
scho13b,https://repository.ubn.ru.nl/handle/2066/125893,Semi-automatic quantification of subsolid pulmonary nodules: comparison with manual measurements,https://doi.org/10.1371/journal.pone.0080249,Semi-automatic quantification of subsolid pulmonary nodules: comparison with manual measurements,https://doi.org/10.1371/journal.pone.0080249,1.0,True,Semi-automatic quantification of subsolid pulmonary nodules comparison with manual measurements Scholten Hoop Jacobs Amelsvoort-van  Vorst Klaveren Oudkerk Vliegenthart Koning Aalst Mali Gietema Prokop Ginneken Jong
schr18,https://repository.ubn.ru.nl/handle/2066/198322,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,https://doi.org/10.1136/thoraxjnl-2017-211107,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening,https://doi.org/10.1136/thoraxjnl-2017-211107,1.0,True,Lung cancer risk to personalise annual and biennial follow-up computed tomography screening Schreuder Schaefer-Prokop Scholten Jacobs Prokop Ginneken
schr19,https://repository.ubn.ru.nl/handle/2066/202118,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,https://doi.org/10.1371/journal.pone.0212756,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images: A comparison of risk model performances,https://doi.org/10.1371/journal.pone.0212756,1.0,True,Predicting all-cause and lung cancer mortality using emphysema score progression rate between baseline and follow-up chest CT images A comparison of risk model performances Schreuder Jacobs Gallardo-Estrella Prokop Schaefer-Prokop Ginneken
schr20,https://repository.ubn.ru.nl/handle/2066/225855,Association between the number and size of intrapulmonary lymph nodes and chronic obstructive pulmonary disease severity,https://doi.org/10.7717/peerj.9166,Association between the number and size of intrapulmonary lymph nodes and chronic obstructive pulmonary disease severity,https://doi.org/10.7717/peerj.9166,1.0,True,Association between the number and size of intrapulmonary lymph nodes and chronic obstructive pulmonary disease severity Schreuder Jacobs Scholten Prokop Ginneken Lynch Schaefer-Prokop
schr20c,https://repository.ubn.ru.nl/handle/2066/229529,Typical CT Features of Intrapulmonary Lymph Nodes: A Review,https://doi.org/10.1148/ryct.2020190159,Typical CT Features of Intrapulmonary Lymph Nodes: A Review,https://doi.org/10.1148/ryct.2020190159,1.0,True,Typical CT Features of Intrapulmonary Lymph Nodes A Review Schreuder Jacobs Scholten Ginneken Schaefer-Prokop Prokop
schr21,https://repository.ubn.ru.nl/handle/2066/234393,Combining pulmonary and cardiac computed tomography biomarkers for disease-specific risk modelling in lung cancer screening,https://doi.org/10.1183/13993003.03386-2020,CT-Detected Subsolid Nodules: A Predictor of Lung Cancer Development at Another Location?,https://doi.org/10.3390/cancers13112812,0.2830188679245283,False,Combining pulmonary and cardiac computed tomography biomarkers for disease-specific risk modelling in lung cancer screening Schreuder Jacobs Lessmann Broeders Silva Išgum Jong Sverzellati Prokop Pastorino Schaefer-Prokop Ginneken
schr21b,https://repository.ubn.ru.nl/handle/2066/233968,Microsimulation modeling of extended annual CT screening among lung cancer cases in the National Lung Screening Trial,https://doi.org/10.1016/j.lungcan.2021.04.004,Microsimulation modeling of extended annual CT screening among lung cancer cases in the National Lung Screening Trial,https://doi.org/10.1016/j.lungcan.2021.04.004,1.0,True,Microsimulation modeling of extended annual CT screening among lung cancer cases in the National Lung Screening Trial Schreuder Mets Schaefer-Prokop Jacobs Prokop
schr21c,,CT-Detected Subsolid Nodules: A Predictor of Lung Cancer Development at Another Location?,https://doi.org/10.3390/cancers13112812,,,,False,CT-Detected Subsolid Nodules A Predictor of Lung Cancer Development at Another Location? Schreuder Prokop Scholten Mets Chung Mohamed  Hoesein Jacobs Schaefer-Prokop
seti15a,https://repository.ubn.ru.nl/handle/2066/154609,Automatic detection of large pulmonary solid nodules in thoracic CT images,https://doi.org/10.1118/1.4929562,Automatic detection of large pulmonary solid nodules in thoracic CT images,https://doi.org/10.1118/1.4929562,1.0,True,Automatic detection of large pulmonary solid nodules in thoracic CT images Setio Jacobs Gelderblom Ginneken
seti16,https://repository.ubn.ru.nl/handle/2066/164462,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,https://doi.org/10.1109/TMI.2016.2536809,Pulmonary nodule detection in CT images: false positive reduction using multi-view convolutional networks,https://doi.org/10.1109/TMI.2016.2536809,1.0,True,Pulmonary nodule detection in CT images false positive reduction using multi-view convolutional networks Setio Ciompi Litjens Gerke Jacobs Riel Wille Naqibullah Sánchez Ginneken
seti17,https://repository.ubn.ru.nl/handle/2066/179531,"Validation, comparison, and combination of algorithms for automatic detection of pulmonary nodules in computed tomography images: The LUNA16 challenge",https://doi.org/10.1016/j.media.2017.06.015,"Validation, comparison, and combination of algorithms for automatic detection of pulmonary nodules in computed tomography images: The LUNA16 challenge",https://doi.org/10.1016/j.media.2017.06.015,1.0,True,"Validation, comparison, and combination of algorithms for automatic detection of pulmonary nodules in computed tomography images The LUNA16 challenge Setio Traverso Bel Berens Bogaard Cerello Chen Dou Fantacci Geurts Gugten Heng Jansen Kaste Kotov Lin Manders Sonora-Mengana Garcia-Naranjo Papavasileiou Prokop Saletta Schaefer-Prokop Scholten Scholten Snoeren Torres Vandemeulebroucke Walasek Zuidhof Ginneken Jacobs"
silv18,https://repository.ubn.ru.nl/handle/2066/193523,Detection of Subsolid Nodules in Lung Cancer Screening: Complementary Sensitivity of Visual Reading and Computer-Aided Diagnosis,https://doi.org/10.1097/RLI.0000000000000464,Detection of Subsolid Nodules in Lung Cancer Screening: Complementary Sensitivity of Visual Reading and Computer-Aided Diagnosis,https://doi.org/10.1097/RLI.0000000000000464,1.0,True,Detection of Subsolid Nodules in Lung Cancer Screening Complementary Sensitivity of Visual Reading and Computer-Aided Diagnosis Silva Schaefer-Prokop Jacobs Capretti Ciompi Ginneken Pastorino Sverzellati
silv18a,https://repository.ubn.ru.nl/handle/2066/196781,Long-term Active Surveillance of Screening Detected Subsolid Nodules is a Safe Strategy to Reduce Overtreatment,https://doi.org/10.1016/j.jtho.2018.06.013,Long-Term Active Surveillance of Screening Detected Subsolid Nodules is a Safe Strategy to Reduce Overtreatment,https://doi.org/10.1016/j.jtho.2018.06.013,1.0,True,Long-term Active Surveillance of Screening Detected Subsolid Nodules is a Safe Strategy to Reduce Overtreatment Silva Prokop Jacobs Capretti Sverzellati Ciompi Ginneken Schaefer-Prokop Galeone Marchiano Pastorino
smit12,https://repository.ubn.ru.nl/handle/2066/109996,Timing-Invariant Reconstruction for Deriving High-quality CT Angiographic Data from Cerebral CT Perfusion Data,https://doi.org/10.1148/radiol.11111068,Timing-invariant reconstruction for deriving high-quality CT angiographic data from cerebral CT perfusion data.,https://doi.org/10.1148/radiol.11111068,0.995475113122172,True,Timing-Invariant Reconstruction for Deriving High-quality CT Angiographic Data from Cerebral CT Perfusion Data Smit Vonken Schaaf Mendrik Dankbaar Horsch Seeters Ginneken Prokop
smit13,https://repository.ubn.ru.nl/handle/2066/116747,Timing-Invariant Imaging of Collateral Vessels in Acute Ischemic Stroke,https://doi.org/10.1161/STROKEAHA.111.000675,Timing-Invariant Imaging of Collateral Vessels in Acute Ischemic Stroke,https://doi.org/10.1161/STROKEAHA.111.000675,1.0,True,Timing-Invariant Imaging of Collateral Vessels in Acute Ischemic Stroke Smit Vonken Seeters Dankbaar Schaaf Kappelle Ginneken Velthuis Prokop
star09,https://repository.ubn.ru.nl/handle/2066/80400,Image Subtraction Facilitates Assessment of Volume and Density Change in Ground-Glass Opacities in Chest CT,https://doi.org/10.1097/RLI.0b013e318197fcb7,Image subtraction facilitates assessment of volume and density change in ground-glass opacities in chest CT.,https://doi.org/10.1097/RLI.0b013e318197fcb7,0.9953488372093023,True,Image Subtraction Facilitates Assessment of Volume and Density Change in Ground-Glass Opacities in Chest CT Staring Pluim Hoop Klein Ginneken Gietema Nossent Schaefer-Prokop Vorst Prokop
stee17,https://repository.ubn.ru.nl/handle/2066/174271,Evaluation of tongue squamous cell carcinoma resection margins using ex-vivo MR.,https://doi.org/10.1007/s11548-017-1524-6,Evaluation of tongue squamous cell carcinoma resection margins using ex-vivo MR,https://doi.org/10.1007/s11548-017-1524-6,0.9937106918238994,True,Evaluation of tongue squamous cell carcinoma resection margins using ex-vivo MR. Steens Bekers Weijs Litjens Veltien Maat Broek Laak Fütterer Kaa Merkx Takes
stou07,https://repository.ubn.ru.nl/handle/2066/52499,Automated analysis of contrast enhancement in breast MRI lesions using mean shift clustering for ROI selection,https://doi.org/10.1002/jmri.21026,Automated analysis of contrast enhancement in breast MRI lesions using mean shift clustering for ROI selection.,https://doi.org/10.1002/jmri.21026,0.995475113122172,True,Automated analysis of contrast enhancement in breast MRI lesions using mean shift clustering for ROI selection Stoutjesdijk Veltman Huisman Karssemeijer Barentsz Blickman Boetes
stou12,https://repository.ubn.ru.nl/handle/2066/110666,Computer aided analysis of breast MRI enhancement kinetics using mean shift c lustering and multifeature iterative region of interest selection,https://doi.org/10.1002/jmri.23746,Computer aided analysis of breast MRI enhancement kinetics using mean shift c lustering and multifeature iterative region of interest selection,https://doi.org/10.1002/jmri.23746,1.0,True,Computer aided analysis of breast MRI enhancement kinetics using mean shift c lustering and multifeature iterative region of interest selection Stoutjesdijk Zijp Boetes Karssemeijer Barentsz Huisman
stur19,,Validation of Whole-slide Digitally Imaged Melanocytic Lesions: Does Z-Stack Scanning Improve Diagnostic Accuracy?,https://doi.org/10.4103/jpi.jpi_46_18,,,,False,Validation of Whole-slide Digitally Imaged Melanocytic Lesions Does Z-Stack Scanning Improve Diagnostic Accuracy? Sturm Creytens Cook Smits Dijk Eijken Kurpershoek Kusters-Vandevelde Ooms Wauters Blokx Laak
swid19,https://repository.ubn.ru.nl/handle/2066/220344,Learning to detect lymphocytes in immunohistochemistry with deep learning,https://doi.org/10.1016/j.media.2019.101547,Tissue-based biomarker assessment for predicting prognosis of triple negative breast cancer: the additional value of artificial intelligence,,0.2347417840375587,False,Learning to detect lymphocytes in immunohistochemistry with deep learning Swiderska-Chadaj Pinckaers Rijthoven Balkenhol Melnikova Geessink Manson Sherman Polonia Parry Abubakar Litjens Laak Ciompi
swid20b,https://repository.ubn.ru.nl/handle/2066/225966,"Impact of rescanning and normalization on convolutional neural network performance in multi-center, whole-slide classification of prostate cancer",https://doi.org/10.1038/s41598-020-71420-0,"Impact of rescanning and normalization on convolutional neural network performance in multi-center, whole-slide classification of prostate cancer",https://doi.org/10.1038/s41598-020-71420-0,1.0,True,"Impact of rescanning and normalization on convolutional neural network performance in multi-center, whole-slide classification of prostate cancer Swiderska-Chadaj Bel Blanchet Baidoshvili Vossen Laak Litjens"
tan12a,https://repository.ubn.ru.nl/handle/2066/110664,Computer Aided Lesion Diagnosis in Automated 3D Breast Ultrasound Using Coronal Spiculation,https://doi.org/10.1109/TMI.2012.2184549,Computer Aided Lesion Diagnosis in Automated 3D Breast Ultrasound Using Coronal Spiculation,https://doi.org/10.1109/TMI.2012.2184549,1.0,True,Computer Aided Lesion Diagnosis in Automated 3D Breast Ultrasound Using Coronal Spiculation Tan Platel Huisman Sánchez Mus Karssemeijer
tanc10,https://repository.ubn.ru.nl/handle/2066/88094,An anatomically shaped lower body model for CT scanning of cadaver femurs,https://doi.org/10.1088/0031-9155/55/2/N03,An anatomically shaped lower body model for CT scanning of cadaver femurs.,https://doi.org/10.1088/0031-9155/55/2/N03,0.9931972789115646,True,An anatomically shaped lower body model for CT scanning of cadaver femurs Tanck Deenen Huisman Kooloos Huizenga Verdonschot
tell18,https://repository.ubn.ru.nl/handle/2066/206302,Whole-Slide Mitosis Detection in H&E Breast Histology Using PHH3 as a Reference to Train Distilled Stain-Invariant Convolutional Networks,https://doi.org/10.1109/TMI.2018.2820199,Novel strategies in dendritic-cell based immunotherapy - Focusing on adjuvant treatment in stage III melanoma,,0.3902439024390244,False,Whole-Slide Mitosis Detection in H&E Breast Histology Using PHH3 as a Reference to Train Distilled Stain-Invariant Convolutional Networks Tellez Balkenhol Otte-Holler Loo Vogels Bult Wauters Vreuls Mol Karssemeijer Litjens Laak Ciompi
tell21,https://repository.ubn.ru.nl/handle/2066/230096,Neural Image Compression for Gigapixel Histopathology Image Analysis.,https://doi.org/10.1109/TPAMI.2019.2936841,Neural Image Compression for Gigapixel Histopathology Image Analysis,https://doi.org/10.1109/TPAMI.2019.2936841,0.9927007299270073,True,Neural Image Compression for Gigapixel Histopathology Image Analysis. Tellez Litjens Laak Ciompi
turn21,https://repository.ubn.ru.nl/handle/2066/235783,Mini Review: The Last Mile-Opportunities and Challenges for Machine Learning in Digital Toxicologic Pathology.,https://doi.org/10.1177/0192623321990375,Mini Review: The Last Mile-Opportunities and Challenges for Machine Learning in Digital Toxicologic Pathology,https://doi.org/10.1177/0192623321990375,0.9954337899543378,True,Mini Review The Last Mile-Opportunities and Challenges for Machine Learning in Digital Toxicologic Pathology. Turner Knight Zuraw Litjens Rudmann
vele21,https://repository.ubn.ru.nl/handle/2066/244324,Volumetric evaluation of CT images of adrenal glands in primary aldosteronism.,https://doi.org/10.1007/s40618-021-01540-5,Volumetric evaluation of CT images of adrenal glands in primary aldosteronism,https://doi.org/10.1007/s40618-021-01540-5,0.9935483870967742,True,Volumetric evaluation of CT images of adrenal glands in primary aldosteronism. Velema Canu Dekkers Hermus Timmers Schultze  Kool Groenewoud Jacobs Deinum Investigators
velz20,,Deep learning for automatic calcium scoring in CT: Validation using multiple cardiac CT and chest CT protocols,https://doi.org/10.1148/radiol.2020191621,,,,False,Deep learning for automatic calcium scoring in CT Validation using multiple cardiac CT and chest CT protocols Velzen Lessmann Velthuis Bank Bongard Leiner Jong Veldhuis Correa Terry Carr Viergever Verkooijen Išgum
ven16a,https://repository.ubn.ru.nl/handle/2066/197548,Visibility of prostate cancer on transrectal ultrasound during fusion with multi-parametric magnetic resonance imaging for biopsy,https://doi.org/10.1016/j.clinimag.2016.02.005,Magnetic resonance imaging (MRI) and MRI-targeted biopsy of the prostate: The role of direct in-bore and MRI-ultrasound fusion guided biopsy,,0.26022304832713755,False,Visibility of prostate cancer on transrectal ultrasound during fusion with multi-parametric magnetic resonance imaging for biopsy Ven Sedelaar Leest Hulsbergen-van  Kaa Barentsz Futterer Huisman
venk21,https://repository.ubn.ru.nl/handle/2066/231282,Deep Learning for Malignancy Risk Estimation of Pulmonary Nodules Detected at Low-Dose Screening CT.,https://doi.org/10.1148/radiol.2021204433,Lung cancer screening: use the scan to decide who to scan when,,0.25925925925925924,False,Deep Learning for Malignancy Risk Estimation of Pulmonary Nodules Detected at Low-Dose Screening CT. Venkadesh Setio Schreuder Scholten Chung W  Wille Saghir Ginneken Prokop Jacobs
voge05,https://repository.ubn.ru.nl/handle/2066/47875,Sliced alternating DICOM series: convenient visualisation of image fusion on PACS,https://doi.org/10.1007/s00259-004-1711-x,Sliced alternating DICOM series: convenient visualisation of image fusion on PACS.,https://doi.org/10.1007/s00259-004-1711-x,0.9938650306748467,True,Sliced alternating DICOM series convenient visualisation of image fusion on PACS Vogel Dalen Huisman Oyen Karssemeijer
voge07,https://repository.ubn.ru.nl/handle/2066/51475,Evaluation of image registration in PET/CT of the liver and recommendations for optimized imaging,https://doi.org/10.2967/jnumed.107.041517,Evaluation of image registration in PET/CT of the liver and recommendations for optimized imaging.,https://doi.org/10.2967/jnumed.107.041517,0.9948717948717949,True,Evaluation of image registration in PET/CT of the liver and recommendations for optimized imaging Vogel Dalen Wiering Huisman Corstens Ruers Oyen
vos08,https://repository.ubn.ru.nl/handle/2066/71452,Computerized analysis of prostate lesions in the peripheral zone using dynamic contrast enhanced MRI,https://doi.org/10.1118/1.2836419,Computerized analysis of prostate lesions in the peripheral zone using dynamic contrast enhanced MRI.,https://doi.org/10.1118/1.2836419,0.9950248756218906,True,Computerized analysis of prostate lesions in the peripheral zone using dynamic contrast enhanced MRI Vos Hambrock Kaa Fütterer Barentsz Huisman
vos10,https://repository.ubn.ru.nl/handle/2066/89494,Computer-assisted analysis of peripheral zone prostate lesions using T2-weighted and dynamic contrast enhanced T1-weighted MRI,https://doi.org/10.1088/0031-9155/55/6/012,Computer-assisted analysis of peripheral zone prostate lesions using T2-weighted and dynamic contrast enhanced T1-weighted MRI.,https://doi.org/10.1088/0031-9155/55/6/012,0.9960474308300395,True,Computer-assisted analysis of peripheral zone prostate lesions using T2-weighted and dynamic contrast enhanced T1-weighted MRI Vos Hambrock Barentsz Huisman
vos12a,https://repository.ubn.ru.nl/handle/2066/110343,Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis,https://doi.org/10.1088/0031-9155/57/6/1527,Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis.,https://doi.org/10.1088/0031-9155/57/6/1527,0.9955555555555555,True,Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis Vos Barentsz Karssemeijer Huisman
vos13,https://repository.ubn.ru.nl/handle/2066/117989,Assessment of Prostate Cancer Aggressiveness Using Dynamic Contrast-enhanced Magnetic Resonance Imaging at 3T,,Assessment of Prostate Cancer Aggressiveness Using Dynamic Contrast-enhanced Magnetic Resonance Imaging at 3 T,https://doi.org/10.1016/j.eururo.2013.05.045,0.9954337899543378,False,Assessment of Prostate Cancer Aggressiveness Using Dynamic Contrast-enhanced Magnetic Resonance Imaging at 3T Vos Litjens Kobus Hambrock Kaa Barentsz Huisman Scheenen
vos15,https://repository.ubn.ru.nl/handle/2066/153448,Multiparametric Magnetic Resonance Imaging for Discriminating Low-Grade From High-Grade Prostate Cancer,https://doi.org/10.1097/RLI.0000000000000157,Multiparametric Magnetic Resonance Imaging for Discriminating Low-Grade From High-Grade Prostate Cancer,https://doi.org/10.1097/RLI.0000000000000157,1.0,True,Multiparametric Magnetic Resonance Imaging for Discriminating Low-Grade From High-Grade Prostate Cancer Vos Kobus Litjens Hambrock Hulsbergen-van  Kaa Barentsz Maas Scheenen
xie20,https://repository.ubn.ru.nl/handle/2066/221569,Relational Modeling for Robust and Efficient Pulmonary Lobe Segmentation in CT Scans,https://doi.org/10.1109/TMI.2020.2995108,Relational Modeling for Robust and Efficient Pulmonary Lobe Segmentation in CT Scans,https://doi.org/10.1109/TMI.2020.2995108,1.0,True,Relational Modeling for Robust and Efficient Pulmonary Lobe Segmentation in CT Scans Xie Jacobs Charbonnier Ginneken
yaka10,https://repository.ubn.ru.nl/handle/2066/88584,Feasibility of 3T dynamic contrast-enhanced magnetic resonance-guided biopsy in localizing local recurrence of prostate cancer after external beam radiation therapy,https://doi.org/10.1097/RLI.0b013e3181c7bcda,Feasibility of 3T dynamic contrast-enhanced magnetic resonance-guided biopsy in localizing local recurrence of prostate cancer after external beam radiation therapy.,https://doi.org/10.1097/RLI.0b013e3181c7bcda,0.9969604863221885,True,Feasibility of 3T dynamic contrast-enhanced magnetic resonance-guided biopsy in localizing local recurrence of prostate cancer after external beam radiation therapy Yakar Hambrock Huisman Hulsbergen-van  Kaa Lin Vergunst Hoeks Oort Witjes Barentsz Fütterer
